,p_name,val
0,kX,0.30480378182156437
1,Y_s,0.08608068885220282
2,Ks_Xyl_X,99.99736541009999
3,kP,1.0186223362684745
4,Km_P_Xyl,12.037416627132622
5,Km_P_Lys,4.939671603597549
6,k1,3.796477648115181
7,k2,51.788840801834986
8,k3,50.1211564101524
9,Km_Xyl_Xat,99.99541584994851
10,Km_Xlac,49.978698233687304
11,K2,0.9544898783889791
12,kla_O2,422.46301035089516
13,f_XP,0.01625083703304917
